rec_id,stage,public
UlXUqg6aw7,N2,True
ahklZSXYfH,N2,False
NceUKTTYZa,N2,False
SlorGdu1Af,N2,False
mdHsfjfoQw,N2,False
ORMpaa0lvS,N3,False
O9gNWFoerr,N2,False
ZNsfMOPXec,W,False
2GDWCyOblQ,R,True
j2sMpYF5Dz,R,False
QSYCqKCvri,R,False
dSQmnX7ptE,N1,True
7qMIBM1mnv,N1,False
l0oyXwjNzp,W,False
QgkitnaoqE,W,False
KTQveRci5n,W,False
UziWtKDq4j,W,False
CW7QIVmYsn,N2,True
hCqFloduY9,N3,False
2783xAfNgx,N3,True
ep8dSeSXvO,N3,False
93OjyYc5Zn,N3,False
tSHIEQRhRM,R,True
mD9uASwdDP,R,False
GJHVzuWwSL,R,False
USMUDVEFxL,R,True
qITofYq24h,R,False
mHgAlbEGgL,R,True
ffos7K9NO9,R,False
dozuKkD3nm,N2,False
m4FQJDAkgW,N2,False
R9SwEeZyK5,N2,True
rTRHytN3U0,N2,True
Rnr1s356rI,N2,False
KMphZPcckZ,N2,False
jTeDRTXSHB,N3,False
zV7b0RrIFM,N3,False
cLxEjIgROi,N3,True
XxRhIOGWNS,N3,False
dugxbXcvuh,N3,True
V6z7IzKOKH,N2,False
AahOVZ20up,N2,True
OlfwcRvNxk,N2,False
n4Ga7FgwJS,N2,False
UXUeXmuxWM,R,False
Fox4wnwfzN,R,True
qVfAjoTTPV,N2,False
MklYA3bPCy,N2,False
41qV839lEQ,N2,False
wYgRii7gw3,N3,False
5MjKDpDQ2n,N3,True
C9LADTVIKJ,R,False
jOq9oS7joc,N2,False
0QMHRf0zqF,N2,True
xwkNXCQvbT,R,False
WdnrrfPim0,R,True
45No2c1h4u,W,True
ieEKBc3356,W,False
3MtR8DeK1x,W,False
e2UpbbJOh9,W,False
azBCXyw49T,W,False
a2leVemq7Q,W,True
mNgbaqwtjd,W,False
tMs5WZwufs,W,False
sqL6A7prsW,W,False
I3w0NWZJgV,W,False
vPyDr6dTIe,W,True
F7Xav9IpJa,N2,True
NlggZz68Yw,N2,False
EVkvOsbg9U,N2,True
M7nTECiqIo,N2,True
tGEGoU31Jn,N2,True
bIF28Q4RRa,N2,False
5bc4nLHmOv,N2,False
8lpw03W8zd,N2,True
9kbbpdqdDs,N2,False
AWAbPMU6sL,W,False
WtER6Iu9TC,R,True
GmKpLAiUPr,R,False
0vqFlcqNn5,R,True
EIb5L2zT1J,N2,False
TxnGyCh5ca,N2,False
MB3RMnH039,N2,False
5cNKoEtpRh,N2,False
FYiPyvaFyy,N2,True
zX9VeNohKe,W,False
rAZHeShBGE,W,False
e5fuiWxFVd,W,False
8Q5Fg4PH2L,W,False
2FuaADpDyH,N2,True
xK1lgCcIAA,N3,False
PnMs52gwjz,N3,False
buvKE28tKP,N3,False
qb5AaPu4rF,N2,False
MGQuKgdNhp,N2,True
nA6OHQGKh0,N3,False
i4WFMS6au4,N3,False
FRI12Nn0Ya,N2,False
Sj4MC0kUIe,N2,False
qIoB5t4TL7,W,True
EAlQY0SwoK,N2,False
sHhYJ3Wui2,W,False
Dcoi70FsoO,W,True
nKSLCxz9bX,R,True
7qn3LDPjip,R,True
np80ok5ZVZ,N2,False
7h7wZNizTj,N3,False
hQaVo5wdVL,N3,False
6fBnD5F5kR,N3,True
w44N5TWYIH,N3,True
8ceMTSYVLJ,R,False
wrxd3eSkXl,N2,True
vdr3rLzfQn,N1,False
GijuUZKUSa,N2,False
qlWmQExobJ,N2,False
uB8llvfjre,W,False
cnjfxZVnvu,N1,False
1EiAACUDn5,N2,False
2JyKjeEWZk,N2,False
v72iz5ZMxX,W,True
RxVvi1mqTs,R,False
UrQAdhR0rA,W,True
UgmdR34jzR,R,True
VLqw4dXEes,R,False
wPPYArMAXU,N2,True
pxr0IHW6xz,N2,True
Alyz9LcPPf,N2,False
abS7ypAdBg,N2,False
iv5SIyEPUM,N2,False
zzDrTlrUAB,N2,True
E2jw9KkmRU,N2,False
f9iEgtzEhq,N2,False
DzSqgy5l01,N2,False
DiFgQhsRK8,R,True
iKMoxi5xZZ,N2,False
oTp0egwTgp,N2,False
GZmzJxPVwb,N2,False
rF5Lr5xEVm,N3,False
odOqVn75M5,N3,False
MdIcwsKfi2,N3,False
il5cTgkRPZ,N3,False
NAgEa3U7uK,N3,False
JD3tDYWRRl,R,False
EOmhA5A0R2,N1,False
TAnqlstu9b,W,False
rkEXdbYdUq,N1,False
XLIjTAxfp3,N1,False
4GTD5AJzNM,R,True
GjJ03ge47t,R,False
o1LSX60R5n,R,False
tQHheLDtJg,R,False
vTnNJuOLu7,R,True
H94r7Wkhnt,N2,False
TNgqnO07ts,N2,False
fU7uwMIcqT,N3,False
FEkOzeJzb7,N3,False
tqXBbq9RQk,N2,False
UZxzw4jIWh,N3,True
XbE3OYv8SL,N3,True
U7qBpHD1gX,N3,False
7AUhMvB6xr,N1,True
8uWecVxjCF,W,True
93JXD2pzPE,N1,True
6vQ9nlymEC,R,False
HX91TMXEj7,N2,False
2EzJkc4wa2,N2,False
jlXMaoKk6E,N2,True
hoNRJf8y84,N1,False
A89vpOF9hU,N1,False
PMiMlzAxva,N1,False
edQ3Isl2Cc,N2,False
hHyuP66Ieu,N2,False
Fenqb1JeUQ,N2,True
BxkGO2N6jw,N3,True
l08YX3Nd52,N1,False
W8w6HLquL8,N1,False
aRTVsPAv73,R,False
tuYfRq7bV5,R,False
v3MM9SoIsb,R,False
NqTtsiiNig,N1,True
mVG9x7sixb,N2,False
rCE0ny3Jxl,N2,True
rmZQKYZ90U,W,False
vWnEORWr1n,N2,True
dBanNG5RRc,N2,False
f2WvQ2CyXG,N2,False
FUmkZySBXf,N2,False
HKKU4Gxc8c,N3,True
Ueu01KT4L7,N3,True
SLHrbXi0nW,N2,True
ovmDUWBiI6,R,False
GG03y4CCYc,R,False
UfjZmSJ7A4,N2,False
JFOLlTZYpd,N2,True
Z25CaTY7Kp,N2,False
ZLi5piu1G0,N2,False
S18tEQqU2d,N2,False
AUFYkb7t2U,W,False
oVew4oVgJ2,W,False
uryLKLD55E,W,False
2LHDPocwdq,W,False
b3tYMw0gvm,W,False
mr09S3UTGO,W,True
VyLuaXhCgM,W,False
aRs1GBOpEe,W,False
6bha2TzKhI,W,False
m5DvVroE5a,W,False
Ed7ugpoGYY,W,False
IpO5LSLTpc,W,True
4kssWWTuXj,W,True
F2PdGtXWGU,N2,False
vpxDqJwqp0,N3,False
UTPhfcf0Bn,N3,False
isQKlyvgOB,N3,False
AzJCOOqs5e,N3,False
Adds5Pyvi3,N3,False
v2Ym4Cj8c4,N2,False
EOg0TQtNBT,N2,True
8thzd2ZaCp,N2,False
LGWwexzH5Q,N2,False
GmeJjbbLDD,R,False
kkYaPLVABy,R,True
HvhbfI1lTp,N2,False
zN3qulwiL5,N2,True
wrqwC7pkK3,N2,False
pk5NuJ0F0K,N2,False
fCcXc0lPZr,N2,True
mfkb3SUn7J,R,False
ifxhE3Z9i6,R,False
79gjsifhkq,R,False
zH8pEyBPlx,R,False
HCcnhbyLV5,N2,True
iWHh8EbTqM,N2,False
vzIF09IzLd,N2,True
c7NBNtIO9q,N2,False
zddElDWvl7,N2,True
vEaHbDuetf,N2,False
tyuImthdQk,N3,False
pHnXOnOfh1,N3,False
zWs9cxMjBX,N2,True
A4gBkABG8u,N2,True
m5zwqGFQRV,N2,True
cBBglVdxyK,N2,False
QxvM6S9hEz,N2,False
Ryf3lmiALf,R,False
8adduFIaDt,R,False
l3zLmyWvZO,R,False
nyWTR8seP6,R,True
jpjf6MyDYq,R,False
ktEMJmwvrB,N2,False
pBG95FtB9W,N2,False
atVQ9xZZzg,N2,True
Iz2uwcNNc1,N2,False
cZv2UdeIqQ,N3,False
YUoaEVtsMm,N3,False
Gq9teoZ3CR,N3,False
XirrsSYpF3,N3,True
R433JHYBFl,N3,False
4TrivH0ovE,N3,False
EwrlcZtCwu,N1,False
cDCDCO2tFF,W,True
fUnMDlLTdi,N2,False
gERdOspIyX,N3,False
UQTbina2wd,N3,False
hAnrPAJbz3,N3,False
6e9YYLQPD3,N3,True
E0niboPgQu,N3,False
dfzpbbQb6t,N3,True
hZYdW3TYaB,N3,True
KKElcwuane,N2,False
0mfjqsWXFc,N2,False
bpso1j5G4K,N2,False
McMQr4PSxA,N3,True
HF8FGIaUCn,N2,True
ISYEo5a4jU,N3,True
4AHpLgRXt6,N3,True
wQOlPlkoxw,N3,False
x6dsy2DOii,N3,True
KzA9qcmRRP,R,False
5lPko5kUI9,R,False
dbJRhJ0sjB,N2,False
t5bOYjbyvV,N2,False
0tJsFZg0rs,N2,True
k0Ub8lgQ7y,N2,False
uY0TK7zZtp,N2,False
Yrfe0Jn1fU,N2,True
4IJvCF186A,N2,False
OZvMRoOHfb,N2,False
yI0QHoiya7,N2,False
9AHz0w3sRv,N1,False
ZMcmG2ruoY,R,True
vsAx3rxSlJ,R,False
AXevXHossw,R,False
1ThrHy7vYU,R,False
D8SiGNq0Hg,R,False
mxBvPXPzxV,N2,True
tTIOakm1pt,N2,False
0YUW62jU5T,N2,True
6EOoUSe3Am,N2,False
IYsZrRA5yp,N2,False
HLuU0Urpmn,N2,True
OCiCSFLySe,N2,False
2E9kRpS9Hd,N2,True
GIVii3yvfL,N2,False
hSbbmD5rgB,N2,False
T9WVGuo5C4,R,False
0bI81kM0xx,R,True
9wm0Zf6Mgw,R,False
ERq5DBFKVR,R,True
ybH5vcSkEi,N1,False
zeDpwR3xi2,N1,False
UkPfweiOGI,N2,True
Pou5fjcvrP,W,False
OQxO8fcxqw,W,True
uuXFx5ztkp,N1,True
njZSC15PcC,N2,False
DAH9eupS1a,N2,True
3JIBhom4Xt,R,False
yECP9BLLSh,R,False
6aMZvk08wM,R,True
GfLQMqEhjA,R,False
XWuxWTDwCP,R,False
6KBUwbU9z9,W,True
c9yoyvS22U,W,False
gVRTG5fFcI,W,False
Km62eui2en,N2,False
cXzeptMvL5,N3,True
dTpNvch0oH,N3,True
mqHbPCIV05,N3,True
CHlOtG0jb0,N3,True
G41RsmpY2P,N3,True
arr8qYVDE0,N3,False
KpKwcaC18r,N3,False
GvBwdQ5H1U,N3,False
uzPoxGf9uA,N3,False
ouUuSeu1qz,N3,False
6WFtllHhJG,N3,False
zoG6VHJuTK,N3,False
vkjIozafBj,N3,True
tpI9kkqCzk,N2,False
XsQjWn3aF7,N2,False
08slmxDsy4,R,False
AsgrTB4EZd,R,True
obdYqCDQ8d,N2,True
IV4Kn5Fh9s,N2,False
C63i0aXE5I,N2,True
Oa7TpvczPG,N2,False
HcAIIouRZV,N2,False
9njLLIFMK0,N3,False
Y7wtxirYL8,N3,True
UnhScmhOnX,N3,False
EBX3XT7e1h,N3,False
lcE6odhQjU,N3,False
K8i9tblrQ2,N3,False
vl1h3yk84f,N3,True
YLYxADYnfU,N3,False
QxW2GdbIce,N3,True
qH7aMekDfD,R,False
T2txoU0Zqs,N2,False
jv8IAnAfIS,N2,False
7ZsY1uelf9,N2,False
aUYilYjVmh,W,False
Acdq9ns9m2,N2,True
yQBGIzJcVE,N2,False
RaJMEczWRM,R,False
fXWhQL0nDD,R,False
IkZCzReU6s,R,False
uXk351U4bP,R,False
WZbCC87rZH,R,True
pa84BONY4f,N2,False
GWaFcioSFg,N2,True
WLmyWHDuul,N2,True
uy46pwfC9I,N3,False
ce0pL1hT7V,N3,True
5ZYgPvCNvV,N3,True
H4nA3IFOPq,N2,False
8zev7pSCRg,N2,False
icsfxNogJq,N2,False
3cMmcKmcsJ,N2,True
hQIS4V4Ym4,R,False
LfxFiofL5L,R,False
I3Jzi0cYH6,R,True
pTMAX2x1e8,R,True
yHb3OwMmdx,N2,False
aX8TbEVPkp,N2,True
cyIHrhdqBA,N2,False
zEDroXaoWc,N2,False
1e45QJ3FVK,N3,False
tuVDngOTph,N3,True
5RmBfH2vBU,N3,True
AbHGKHX2ai,N3,False
AMHE24J8Th,N3,False
ZFWdWYbvg3,W,False
isTAkOdD0Q,W,False
LYQouzkYPq,N2,False
ImHbJsmJDP,N2,False
XYbRBe1pz0,W,False
lD95ARYIVQ,N2,False
OSHWfvFWFx,N2,True
5ueG6oFE35,N2,False
cuCBQd7GCZ,N3,False
ynNCDJXafV,N3,True
YiZmmB7u53,N3,False
t2ohi3uDYK,N3,False
F3UMBBy7a8,N3,False
CwE7rJgkq7,N3,True
7v1RWdfr57,R,False
LMa23a5h3t,R,False
nOZ2PfN0uc,N2,False
RNN3GuN1Wk,N2,True
7igY5D71Ua,N3,True
ixZtQFQAud,N3,False
SXC0ssBj7L,N3,False
A4oKYiU6e2,N3,False
646qdlROjK,N3,True
xCZ9R7KbvR,N2,True
WsvUzvbkWG,N2,False
Fwf3TpL0o6,R,False
N1iA9xSUk0,R,True
JuBWPZZYbH,R,False
NYGpPEth9J,R,False
f1uzctRY2E,N2,False
aptRwXWMca,N2,False
5LwEeY8Ay2,N2,False
r5LXCQYw0q,N3,False
K1fE236ELm,N2,True
7YJuEtGlUT,N2,False
Ul2mqc4YBf,N3,True
QQFAIlLzQl,N2,True
LjbgwRFBTB,N2,False
7I7myesXK3,N2,True
X9chImbK2P,N2,True
mnBzvk8ZDn,N3,False
pol7ksbrCF,N3,False
IwcSBGiLU6,N2,False
ZbwEs8mGsX,N3,False
V4cv9sd5LP,N2,True
nwDICXH523,N2,False
BP5FOP6YNA,R,True
CyNLnl8ADQ,N2,False
TgSIi59zz8,N3,False
QNw0filmJX,N2,False
mh4DalstHt,R,True
ZwlYQJRhDI,R,False
vxRWAdllTg,R,False
vzcOEuRNtx,N1,False
xYxo6Hyv3s,N2,False
sncI4kBCak,N2,False
rxHidLLz4h,N3,True
wOmcFazGB1,N3,True
7yULU7cCCL,N2,False
wbN0hU7Qye,N3,False
fjekHF9Zjw,N3,False
8Hx1RjD2D0,N3,True
cpcTHkaab2,N3,False
G6RrrOixek,R,False
nHT27vwDBo,R,True
cEyFl0Dpgk,R,True
wPEOKpyhY7,N2,True
7PmuYazedN,W,False
l5mpqcKGHz,N3,False
hQ5RL7wUdW,N3,False
x0T8A06qiT,N3,False
4LWLmk0yp2,N3,False
sTRFHY2O1Z,N3,True
qK2GZQFZn7,N2,False
CKwM06zjdk,R,False
luzIfWQg2S,R,False
H8NJwjkL2b,R,False
86FfXQQWA0,N1,False
PLRCZAjrIG,N2,False
0qiiUsZSHQ,N2,False
3aznZteFAX,N3,False
aIc0fppIkt,N3,False
Ob68kxv6dL,N3,True
DsMMCadffy,N3,False
c0SWWgJEvz,N3,False
sofMK2eM6n,N3,False
G5hp8D9Zps,N3,False
M3SkMwRoCh,N1,False
InrSlX8Hn3,N2,False
eXeiAlcQGo,R,False
5tRKvMxUZ3,R,False
MleIV3O57m,R,True
KWNKwjtagM,R,False
ivcMpbAcyD,R,True
Z5pp4fs6Dc,N2,False
QJOimGSbIo,N2,True
57YJfLIOhc,W,False
lQP7kRUQMy,W,True
FTZBcTJQcO,N2,False
16zY1CxZ2v,N2,True
VUqRXwJo4e,N2,False
9c42sedqED,N2,False
lXOx5iU7n8,R,True
WNZdaMDroV,R,False
IQHPlCE33B,N2,False
Xyo270wE93,N3,False
0qQT6QXs8U,N3,False
6W1vCVVCLM,N2,True
GqGxrXGEey,R,False
3NkmubdDz1,R,False
povsGNfrKt,R,False
5TPPmK7XTM,N1,False
w2eB8pGykz,N1,True
gLtRTA51zX,W,False
iUmXE4svrZ,N2,False
vVzY5HpkBt,R,False
kt8fkSnWQM,R,False
wvxJskf1NU,N2,False
r5JFbtC7LV,N2,True
HCVO9L2VYN,N2,False
dF1sfLLEat,N3,False
2atVxlptRc,N3,False
98GPopkvjC,N3,False
rw1yDvQJ5H,N3,False
3q2O1wlz5l,N3,False
ovv5cdCrly,N2,False
dSisgDxABG,N2,False
16FOH485Oy,R,False
DoHzaWd8gt,R,False
O9pqNBfjnM,N2,False
PPlda2yMd9,N2,True
Ski3FKQv20,N2,False
qOjqZha8Og,N2,False
w4NYBpgNJ5,N2,False
1zzpIQZQKE,W,False
OAPelBLAWH,W,True
X4GAZVAlgu,W,False
FJ1OcjViFU,W,True
JqEYF6UmAP,W,False
Nk3orXYMrc,W,False
o4eyMUrJrl,N2,False
WG1Y7RSEYk,N3,False
0V3Hs1GsYr,N3,True
yzqiI5sShA,W,False
sLQru6ZWmI,N3,True
cYvc05WCnj,N2,False
yOG3Ryjsdv,N2,False
dcZh2O2mKu,N3,True
eRqtt4szHv,N3,False
2T56Trea5V,W,False
8id8arPwYK,R,True
SaXWcTKw9d,R,False
hWrAPtp2kt,N2,False
Q1dsDp8K0k,N3,False
YAs93GbK04,N3,False
g29HMJoK0c,W,False
7Zxln2Uj0B,N3,False
zz80rrjmub,N3,False
QjOIypopXU,N3,False
QOSjWVEdML,N3,False
mJwaVL0ukG,N1,False
kCmo4C96t1,W,False
7egfc6bLJ5,R,False
Non177J1s9,R,False
pCCmskqKAl,R,True
tpzeXjXwtW,N2,False
xXukWOLNmv,N2,False
pQ5hosMTVS,R,False
KiKaGSJYML,R,True
mjrFbYZJj5,R,True
FIF8LEoPkf,N2,False
H6soBtCmTN,N2,True
amwoJY9DAh,N2,True
xtDntKc1zZ,N2,False
59tKgJOBsG,N2,False
vM1siS131b,N2,False
Z1TSBCnMNm,N2,True
iFXIFSpval,N3,False
2IrnOhBSrA,N3,False
tcQxo57n02,N3,False
19my8xMovs,N3,False
uJTVyCYwHd,N3,False
zR1nTbRyeH,N3,False
3TmL0Z60vo,N3,False
9DUF6CeHsM,N3,False
sKQrlKw0aC,N3,False
jC56a9KCCK,N3,False
GRGNeHDwsb,N3,False
CJhTyrRnBP,W,False
SGMTEw9JlO,N2,True
j4DiMOIkiI,N1,False
qlSEPP38lc,N2,False
jLVfglkguY,N2,True
RTnCbuyZ3p,N2,False
aAP9viV7W0,N2,False
1Gfp0BA0f4,N2,True
aVGaqDW0Y1,N3,False
F3yUZem7L6,N3,False
bSZdN9bk0t,N3,False
ZXO5CE6MBO,N2,False
PIFDN0lxnr,N2,False
OI6z92DX9h,N2,False
V7MqS03wiu,N2,False
XIK6IyjrR1,N3,False
nTHibSIFUb,N2,False
TiAhqQzdbu,W,False
HI6F5LsG5R,N2,True
kej7Vjt2sx,N2,True
Exejl4rlxK,N2,True
tNOipnoiqp,N2,True
Jfaz07GJ11,N2,False
d0tV6HT4Oh,N3,False
63wvoE8BOy,N3,False
bR18QtwBeL,N1,True
KPuz8V4F0E,N2,True
DUUcPxeJLT,N2,False
6DbL8AHFo9,R,True
kJEM5mFPHg,R,True
YrNpjNIjh7,R,False
ZQ6B0MYaoc,R,False
9uNoCFrUrF,R,False
qiD5XQGpTj,R,False
tC3qkaYzIj,N2,False
MMOwqJoVzK,N2,False
Gg1IPNbJoE,N2,True
kBGREGoUxt,N2,False
G2RT7BOSPV,N2,False
7abGv57GXO,N2,False
gyR1hyvGnL,N2,False
xmr4crC8Fd,N2,False
7cFx3hz9Qv,N2,False
OAVqaj7ssV,R,False
e4jx840sW1,R,True
vxTTlcYBfq,R,False
twgfxAcbhX,R,False
8DWgHugE4q,R,False
BxubrQMOpv,R,True
qTpBG2WD4i,R,False
C0IhQcxCD3,R,False
mBnld90ZDL,R,True
2ELbKmBJxR,N2,False
dm1Krw4tch,N3,True
mxWAvQqWZP,N3,False
pVPpJhDbeY,N3,True
zdDyvfwMR7,N3,False
XWkI1ZhsmP,N3,False
RO79WusmGs,N2,True
BbEAwhzcr5,N2,False
cHZpD8VHt9,N2,False
30nU2Vf3YJ,N2,False
2Vzqbd3Dl0,N2,True
rRqcbjN8bD,N2,False
cQStcNRlZq,N2,True
4uhGq6yc4i,R,False
rAi5tDlEEV,R,False
aLnXOvLBd1,W,False
r3MbQ5jZss,N3,False
G3tgt3Uyw0,N3,True
sX2Jw3Y9Dc,N3,True
9UgUItj56g,N2,False
2CDHHBOFQd,N3,False
FakqIaXgRZ,N3,True
KR0RJSzBQp,N3,False
Gx2aLsI2cx,N3,False
z7fV1Zg0hd,R,False
aKSQBWRNha,R,False
L96QFHoFNp,R,True
WKJjkq5cPC,R,True
tjFaeK6Mum,R,False
NlWaQI72Pw,N2,False
XCqAbyYV32,N3,False
iPw2K8uphK,N3,False
IT7fBauGP8,N3,False
5XwL5a4qyr,N3,False
jxwSQBLi2A,N3,False
xXDf5sYJXw,W,True
9ked1TDgtu,N2,False
SxjrEPQiGZ,N2,False
577qmrrjBs,N2,False
ziXnSTPCxV,N2,False
fh2MXpEBro,N2,False
itmq6wAoIS,N1,True
kZBz5tNNTi,N2,True
thbl2ldMTh,R,True
MUg8pGNNwC,R,False
zbEatw6PpO,R,False
fChPfzoHkN,R,False
SKcFTZqf6d,N2,True
PzWYdO5UPS,N2,True
HFjjJcnhI9,N3,False
hgFhj7IWPX,N3,False
4AqQPqATvD,N3,True
XWf1JnwI39,N3,True
bbhIvLYUDk,N3,False
Fd7NTtj6dD,N3,False
Fin5A3NLYi,N2,True
sUgw2q92Au,R,True
qRSLwPKupY,R,True
JdN2oqUJIb,R,False
pmf9wLuWGM,R,False
rQJmwETmoO,N2,False
RyREDwt3jc,N2,True
97msp7ygpk,N2,False
wtr3IcT7Fn,N2,True
vG89Dr4bJw,N2,True
wxQGpYWIJ7,N3,True
PIeoPXHUev,R,True
kl7iVRHh0w,R,True
2B2YvQ80Hj,R,True
AruVEsyDLi,R,False
a4jge4SQwT,N2,True
mQE8WUVw7P,N3,False
WxPdDpQokZ,N3,False
4v2CoEPE65,N3,False
GdinY5BstP,N3,True
xq98HZAIvY,N3,False
kmxTtbgENP,N3,False
IpuYPIh0at,W,False
3q3Asoe4BT,W,False
gRL0EPgKzg,N2,False
8CZ5d307mK,N2,False
Xxs7Hy5Ykx,N2,True
3fjRo1OpZH,N3,False
dEu9AFWlX3,N3,False
LWbBlJOOdi,N3,False
jP47E5xZrB,N3,True
z90Ejctkna,N3,False
N3FOZeqMk7,N3,False
O2UOA0CzCT,N3,True
kF48gW1eQ2,N3,False
7KXguhRoDC,R,False
hWkMFnaN2v,N2,True
4xXYjp1X1W,N2,False
jDalrQ79NI,N2,False
ubmC947XHi,N2,False
Yk7dfDq3qg,N2,False
rkLSLlURKP,N2,True
sBy7TYEHcD,N2,True
mwpbgedz7Z,N2,False
QScjYZzhRe,N3,True
m3XYvJWOow,N2,False
pvRVcvGc3D,N1,False
ShPWcUX2j2,N2,False
VfWwbyxypM,N1,True
lzjJpowzLz,N2,True
PWvOjaUjIk,N2,False
ArTn4tsiUB,W,True
llRop8r5IL,W,False
0hOEEROMQp,W,False
1y4EkJZMyj,W,True
xJ1TRvQJMK,W,False
XVHuesp0jb,W,True
ufYVMcWkTy,R,False
bANGxg3Vx9,N2,False
0JUPh7ukY3,N2,False
Kq99HBw7Sq,N2,False
MUeMFcLi0e,W,True
cOFXe9wVX9,N2,False
V9vhk3quza,N2,False
F7rFnGME6A,N2,False
0AQPnu8PM6,N2,False
w5cHnvSplo,N2,False
Ctw8ci6yKL,N2,True
IeFpglX1Ht,N2,False
MhguQtAzLj,R,False
HBHENBepcI,R,False
NT3sOsLJM4,R,True
rMeMX4ftMl,R,False
ap2Zb94hd1,R,True
qY0fKTWYwH,R,True
BE4AzHoj7M,N2,False
ag2Hijs9TW,N1,False
Cj5LyEMdEE,N2,True
DpfPiw5EQe,N2,False
GZcIBAYZ5o,N2,False
mw5pXLHlO0,N2,True
UMFHOZJuMQ,N1,False
bwQPobwZxz,N2,False
hTAL5zMxqZ,N2,True
PfNsJyuVrQ,N2,True
tmvA4AOG0z,W,False
wD7txKExU2,N2,False
fTDnYnIpTD,W,False
PkNyitmEea,W,False
OoHYSkOSCL,R,False
eICbwbUNtB,R,False
qKhRnvLmTa,W,False
WInsuIYWNL,W,True
8247k0S313,W,False
hLd1PYHGUH,W,False
a0eUToaCec,W,True
vBzn6gbEcE,W,False
llkB2MiEJO,W,True
GFhhVvAh8F,W,False
izppAzj2La,N2,False
YVK5rNtCDv,N2,False
5koIxd7PuO,N3,False
DLlYSQ3QxM,N3,False
azoENe2725,N3,True
SETRk8iqST,N3,True
qGqlntdtXU,N3,False
LpxMJ2saTQ,N2,False
JVA2YIeznO,R,False
9mQMOS8skq,R,False
xN7FMQHhP2,N2,False
k5UYRVI5r3,N2,False
uM5u1Ge03Z,N2,False
tZA4PQhPta,N2,True
8YAnWX4wML,N2,True
DbMTQCPh5D,N2,True
uwQ6Oyz7Ro,N3,False
7UvVDHpNeU,N3,True
mofq1LVUvG,R,False
ZwDA720NFV,R,True
fI0tjquHUf,R,True
hUS1btNQTF,R,False
4FFfSgxql7,R,False
Mb3N27nIcC,R,True
m5vvZpLWRt,N1,False
0JJMph1AX4,N2,False
FHBPy88fRA,N2,True
cKngmhoi8o,N3,True
X9diBtDSN2,N3,False
kkwHSsFbEH,W,False
iI3s0zFb0L,W,True
di5tnXyeeS,W,False
ZvOMjLHXo3,W,False
1U2Hcl7jyH,R,False
sOLRScbonQ,R,True
ATfIzvCyO0,N2,False
JMJoI3uCNZ,N1,False
ulR2YUBF32,W,True
DsPYc5SFBs,W,True
Ez7MYdPPZh,W,False
HJ5xV6qSzx,W,True
b2P4d3P8sc,W,True
PZTBeGYTl7,W,False
bT95Mf2gNP,W,False
MhqRB09nTK,W,False
l1UVV2Ztjn,W,False
a8tJbAmMb2,W,False
6WJ7KFds8p,W,True
XlmHqAdFXe,N1,False
lSR0wu2E2u,R,False
KqzFsZoBRd,N2,True
kNkvHwNywS,N2,False
rpmV09NrAZ,N2,True
ukv1GZuieg,N2,False
8elEzt99Jr,N2,True
fxEgLmsEkO,N2,False
8KQNRZG3Pn,N3,True
mjrnfIgxy2,N3,False
Ta2CG1jkfh,N3,False
tR4Y12q1sg,R,False
uFB5SXGuxC,R,False
N1sm3KvwCX,R,False
o5b659EYUM,R,False
56t5cwXYSR,N2,True
FAtnz71cgd,N2,False
4FAhrbM8T0,N2,False
6GqtNR1IAc,N2,True
FZ0RGYTncC,R,False
WWoM6js1s3,R,False
je8j7Qf8Z9,R,True
5flO5gVyuz,R,False
qBvGUItZaj,R,False
FQuN0tLTtl,N2,False
3lFGBVeycn,N2,True
Q6lyr9fppp,N2,True
40W7Qgtfxc,R,True
UKYYlne6hW,W,True
RJLaOpGmZy,W,False
QjIlvc6uRm,N2,False
yosrd6mm3j,N3,False
eCFRVQEmWV,N3,False
OMWzKJSa6R,N3,True
RQkBTfm4YU,N3,True
vN1ATmo5rD,N3,False
VxtTTJeatO,N3,False
vpMS5SFUd1,N3,True
EHqgYCLDtk,R,False
dCuCcEtfR0,N2,False
85BTcSECDP,N2,False
0VLph8EgAt,N2,True
H1zgxjUDCn,N2,False
bI1OiEg42L,N2,False
F3BWW1KqEO,N2,True
80CDL8OfhA,N2,True
ZVntlnqOYf,N2,True
8JbqwmN6gw,N2,True
yEHfEYW7il,N2,False
NVz4MyK3dV,W,False
VokQrvSfSY,N2,False
L3YvMp1GDz,N2,False
e1rT82VwtV,W,False
jWKJKsF3nX,W,False
fOhu7K7JJv,N2,False
IvNfHrccQG,N2,False
jVQs7bzc0A,N2,True
XqpeWwlcTW,N2,False
4Gck3cmMb9,N2,True
vP2aRu2WFN,W,True
3YFoVW7YuX,W,False
iT7GjkiaKP,W,False
BfaDI1yg0s,N2,False
8LTI9oIi09,N2,False
OzOEf1Sxj2,N2,True
RbeeqmSbON,N2,False
EW0iWuLlUa,N2,False
zdxW9VAP7y,N3,False
7xcywjhYg0,N2,False
fLOyJ04hk7,N2,True
0isTZXNHTW,R,True
8BhtgMnTMJ,R,True
v1Gy4JZMuv,R,False
8liL6669zM,R,False
TkU5iPfRht,R,False
FAQuNs945c,R,False
V0ePmdy66o,R,False
PAhazpetYl,N2,True
rQc8EPz9nb,N2,True
AhLYLGRFA4,N2,False
